"country"	"year"	"pop"	"gdpen"
"GHANA"	1963	7392	0.934
"GHANA"	1964	7591	0.904
"GHANA"	1965	7794	0.883
"GHANA"	1966	7958	0.862
"GHANA"	1967	8123	0.902
"GHANA"	1968	8294	0.911
"GHANA"	1969	8467	0.928
"GHANA"	1970	8614	1.059
"GHANA"	1971	8877	1.04
"GHANA"	1972	9138	0.942
"GHANA"	1973	9388	0.973
"GHANA"	1974	9621	1.091
"GHANA"	1975	9835	0.914
"GHANA"	1976	10023	0.868
"GHANA"	1977	10177	0.918
"GHANA"	1978	10322	1.027
"GHANA"	1979	10501	0.949
"GHANA"	1980	10740	0.976
"GHANA"	1981	11030	0.936
"GHANA"	1982	11366	0.795
"GHANA"	1983	11747	0.77
"GHANA"	1984	12168	0.785
"GHANA"	1985	12620	0.792
"GHANA"	1986	13073	0.807
"GHANA"	1987	13526	0.808
"GHANA"	1988	13977	0.811
"GHANA"	1989	14425	0.821
"GHANA"	1990	14870	0.902
"GHANA"	1991	15336	0.915
"GHANA"	1992	15788	0.956
"GHANA"	1993	16200.45	0.9761166
"GHANA"	1994	16639.55	0.9817197
"GHANA"	1995	17075	0.994951
"GHANA"	1996	17523.21	1.014981
"GHANA"	1997	17984.59	1.032271
"GHANA"	1998	18459.55	1.055729
"GHANA"	1999	NA	1.077479
"TOGO"	1960	1514	0.367
"TOGO"	1961	1558	0.366
"TOGO"	1962	1604	0.371
"TOGO"	1963	1651	0.357
"TOGO"	1964	1699	0.418
"TOGO"	1965	1749	0.489
"TOGO"	1966	1800	0.493
"TOGO"	1967	1853	0.53
"TOGO"	1968	1907	0.53
"TOGO"	1969	1963	0.561
"TOGO"	1970	2020	0.618
"TOGO"	1971	2070	0.563
"TOGO"	1972	2121	0.596
"TOGO"	1973	2173	0.601
"TOGO"	1974	2227	0.621
"TOGO"	1975	2282	0.618
"TOGO"	1976	2341	0.65
"TOGO"	1977	2404	0.677
"TOGO"	1978	2471	0.704
"TOGO"	1979	2541	0.679
"TOGO"	1980	2615	0.731
"TOGO"	1981	2692	0.683
"TOGO"	1982	2773	0.654
"TOGO"	1983	2858	0.589
"TOGO"	1984	2946	0.618
"TOGO"	1985	3038	0.637
"TOGO"	1986	3144	0.657
"TOGO"	1987	3257	0.633
"TOGO"	1988	3377	0.637
"TOGO"	1989	3504	0.637
"TOGO"	1990	3638	0.641
"TOGO"	1991	3773	0.611
"TOGO"	1992	3900	0.53
"TOGO"	1993	3870	0.4360389
"TOGO"	1994	3990	0.4862893
"TOGO"	1995	4110	0.5091305
"TOGO"	1996	4230	0.5424014
"TOGO"	1997	4344.75	0.5502945
"TOGO"	1998	4456.22	0.5243504
"TOGO"	1999	NA	0.5225591
"CAMEROON"	1960	5332	0.641
"CAMEROON"	1961	5427	0.66
"CAMEROON"	1962	5524	0.698
"CAMEROON"	1963	5623	0.677
"CAMEROON"	1964	5723	0.657
"CAMEROON"	1965	5825	0.673
"CAMEROON"	1966	5955	0.676
"CAMEROON"	1967	6088	0.74
"CAMEROON"	1968	6225	0.785
"CAMEROON"	1969	6364	0.808
"CAMEROON"	1970	6506	0.804
"CAMEROON"	1971	6664	0.811
"CAMEROON"	1972	6836	0.815
"CAMEROON"	1973	7022	0.83
"CAMEROON"	1974	7223	0.902
"CAMEROON"	1975	7439	0.859
"CAMEROON"	1976	7671	0.888
"CAMEROON"	1977	7921	0.894
"CAMEROON"	1978	8183	0.972
"CAMEROON"	1979	8445	1.072
"CAMEROON"	1980	8701	1.194
"CAMEROON"	1981	8954	1.294
"CAMEROON"	1982	9205	1.281
"CAMEROON"	1983	9457	1.342
"CAMEROON"	1984	9710	1.403
"CAMEROON"	1985	9969	1.487
"CAMEROON"	1986	10244	1.499
"CAMEROON"	1987	10536	1.439
"CAMEROON"	1988	10846	1.33
"CAMEROON"	1989	11175	1.361
"CAMEROON"	1990	11524	1.226
"CAMEROON"	1991	11881	1.11
"CAMEROON"	1992	12242	1.029
"CAMEROON"	1993	12471.42	0.9687737
"CAMEROON"	1994	12822.14	0.9187183
"CAMEROON"	1995	13182	0.923128
"CAMEROON"	1996	13553.17	0.9430469
"CAMEROON"	1997	13936.05	0.9645405
"CAMEROON"	1998	14331.04	0.9861873
"CAMEROON"	1999	NA	1.002445
"NIGERIA"	1960	51595	0.567
"NIGERIA"	1961	52919	0.551
"NIGERIA"	1962	54276	0.553
"NIGERIA"	1963	55672	0.582
"NIGERIA"	1964	57062	0.606
"NIGERIA"	1965	58492	0.624
"NIGERIA"	1966	59954	0.582
"NIGERIA"	1967	61450	0.485
"NIGERIA"	1968	62992	0.482
"NIGERIA"	1969	64567	0.625
"NIGERIA"	1970	66182	0.767
"NIGERIA"	1971	54701	1.055
"NIGERIA"	1972	56239	1.002
"NIGERIA"	1973	57835	1.068
"NIGERIA"	1974	59500	1.192
"NIGERIA"	1975	61241	1.245
"NIGERIA"	1976	63043	1.281
"NIGERIA"	1977	64931	1.48
"NIGERIA"	1978	66911	1.513
"NIGERIA"	1979	68983	1.393
"NIGERIA"	1980	71148	1.438
"NIGERIA"	1981	73409	1.515
"NIGERIA"	1982	75774	1.419
"NIGERIA"	1983	78217	1.259
"NIGERIA"	1984	80699	1.068
"NIGERIA"	1985	83196	1.062
"NIGERIA"	1986	85718	0.973
"NIGERIA"	1987	88273	0.901
"NIGERIA"	1988	90866	0.94
"NIGERIA"	1989	93505	0.952
"NIGERIA"	1990	96203	0.995
"NIGERIA"	1991	98983	1.04
"NIGERIA"	1992	102000	0.978
"NIGERIA"	1993	104892.9	0.9708445
"NIGERIA"	1994	108014.3	0.9437376
"NIGERIA"	1995	111273	0.9390124
"NIGERIA"	1996	114568.1	0.9517991
"NIGERIA"	1997	117897.1	0.9510399
"NIGERIA"	1998	121257.3	0.9430245
"NIGERIA"	1999	NA	0.9287829
"GABON"	1960	460	1.789
"GABON"	1961	464	1.979
"GABON"	1962	468	2.112
"GABON"	1963	473	2.373
"GABON"	1964	477	2.462
"GABON"	1965	482	2.587
"GABON"	1966	486	2.69
"GABON"	1967	490	2.726
"GABON"	1968	495	3.311
"GABON"	1969	499	3.654
"GABON"	1970	504	3.704
"GABON"	1971	525	3.868
"GABON"	1972	550	4.047
"GABON"	1973	578	4.179
"GABON"	1974	607	5.03
"GABON"	1975	637	5.69
"GABON"	1976	668	6.965
"GABON"	1977	698	6.17
"GABON"	1978	728	5.408
"GABON"	1979	761	4.842
"GABON"	1980	797	4.797
"GABON"	1981	835	4.504
"GABON"	1982	875	4.226
"GABON"	1983	916	4.301
"GABON"	1984	957	4.458
"GABON"	1985	997	4.072
"GABON"	1986	1023	4.03
"GABON"	1987	1050	3.432
"GABON"	1988	1077	3.283
"GABON"	1989	1105	3.833
"GABON"	1990	1136	3.958
"GABON"	1991	1168	3.696
"GABON"	1992	1201	3.622
"GABON"	1993	1045	3.615953
"GABON"	1994	1071	3.649695
"GABON"	1995	1098	3.807733
"GABON"	1996	1125	3.908128
"GABON"	1997	1152.67	4.034263
"GABON"	1998	1180.67	4.021097
"GABON"	1999	NA	3.684353
"CENTRAL AFRICAN REP."	1960	1605	0.704
"CENTRAL AFRICAN REP."	1961	1630	0.722
"CENTRAL AFRICAN REP."	1962	1656	0.691
"CENTRAL AFRICAN REP."	1963	1682	0.666
"CENTRAL AFRICAN REP."	1964	1708	0.683
"CENTRAL AFRICAN REP."	1965	1735	0.663
"CENTRAL AFRICAN REP."	1966	1763	0.656
"CENTRAL AFRICAN REP."	1967	1791	0.673
"CENTRAL AFRICAN REP."	1968	1820	0.698
"CENTRAL AFRICAN REP."	1969	1849	0.72
"CENTRAL AFRICAN REP."	1970	1879	0.747
"CENTRAL AFRICAN REP."	1971	1902	0.731
"CENTRAL AFRICAN REP."	1972	1928	0.734
"CENTRAL AFRICAN REP."	1973	1958	0.731
"CENTRAL AFRICAN REP."	1974	1993	0.721
"CENTRAL AFRICAN REP."	1975	2034	0.711
"CENTRAL AFRICAN REP."	1976	2081	0.733
"CENTRAL AFRICAN REP."	1977	2137	0.763
"CENTRAL AFRICAN REP."	1978	2197	0.776
"CENTRAL AFRICAN REP."	1979	2259	0.738
"CENTRAL AFRICAN REP."	1980	2320	0.706
"CENTRAL AFRICAN REP."	1981	2374	0.648
"CENTRAL AFRICAN REP."	1982	2433	0.67
"CENTRAL AFRICAN REP."	1983	2496	0.586
"CENTRAL AFRICAN REP."	1984	2563	0.622
"CENTRAL AFRICAN REP."	1985	2631	0.63
"CENTRAL AFRICAN REP."	1986	2702	0.618
"CENTRAL AFRICAN REP."	1987	2776	0.585
"CENTRAL AFRICAN REP."	1988	2853	0.588
"CENTRAL AFRICAN REP."	1989	2930	0.585
"CENTRAL AFRICAN REP."	1990	3008	0.579
"CENTRAL AFRICAN REP."	1991	3086	0.55
"CENTRAL AFRICAN REP."	1992	3170	0.514
"CENTRAL AFRICAN REP."	1993	3151.43	0.5043802
"CENTRAL AFRICAN REP."	1994	3220.09	0.5178133
"CENTRAL AFRICAN REP."	1995	3288	0.543631
"CENTRAL AFRICAN REP."	1996	3354.09	0.5116023
"CENTRAL AFRICAN REP."	1997	3418.2	0.5286134
"CENTRAL AFRICAN REP."	1998	3480.16	0.5436045
"CENTRAL AFRICAN REP."	1999	NA	0.5526153
"CHAD"	1960	3064	0.756
"CHAD"	1961	3118	0.754
"CHAD"	1962	3174	0.805
"CHAD"	1963	3230	0.766
"CHAD"	1964	3287	0.744
"CHAD"	1965	3345	0.736
"CHAD"	1966	3404	0.767
"CHAD"	1967	3465	0.743
"CHAD"	1968	3526	0.646
"CHAD"	1969	3588	0.763
"CHAD"	1970	3652	0.66
"CHAD"	1971	3723	0.65
"CHAD"	1972	3796	0.662
"CHAD"	1973	3871	0.722
"CHAD"	1974	3949	0.576
"CHAD"	1975	4030	0.592
"CHAD"	1976	4113	0.637
"CHAD"	1977	4199	0.648
"CHAD"	1978	4288	0.628
"CHAD"	1979	4381	0.574
"CHAD"	1980	4477	0.528
"CHAD"	1981	4577	0.469
"CHAD"	1982	4680	0.37
"CHAD"	1983	4788	0.3
"CHAD"	1984	4900	0.31
"CHAD"	1985	5018	0.409
"CHAD"	1986	5141	0.387
"CHAD"	1987	5268	0.368
"CHAD"	1988	5401	0.4
"CHAD"	1989	5538	0.412
"CHAD"	1990	5680	0.399
"CHAD"	1991	5826	0.427
"CHAD"	1992	5977	0.408
"CHAD"	1993	6248.25	0.3334298
"CHAD"	1994	6463.87	0.3551826
"CHAD"	1995	6707	0.3457303
"CHAD"	1996	6937.35	0.3444393
"CHAD"	1997	7153.01	0.3501903
"CHAD"	1998	7352.14	0.363533
"CHAD"	1999	NA	0.3512113
"CONGO"	1960	950	1.123
"CONGO"	1961	972	1.124
"CONGO"	1962	995	1.127
"CONGO"	1963	1018	1.069
"CONGO"	1964	1042	1.062
"CONGO"	1965	1066	1.084
"CONGO"	1966	1093	1.12
"CONGO"	1967	1121	1.24
"CONGO"	1968	1149	1.23
"CONGO"	1969	1178	1.404
"CONGO"	1970	1208	1.67
"CONGO"	1971	1239	1.68
"CONGO"	1972	1271	1.7
"CONGO"	1973	1304	1.71
"CONGO"	1974	1340	1.712
"CONGO"	1975	1380	1.726
"CONGO"	1976	1424	1.795
"CONGO"	1977	1472	1.639
"CONGO"	1978	1522	1.742
"CONGO"	1979	1575	1.725
"CONGO"	1980	1630	1.931
"CONGO"	1981	1688	2.044
"CONGO"	1982	1748	2.529
"CONGO"	1983	1811	2.55
"CONGO"	1984	1874	2.723
"CONGO"	1985	1938	2.697
"CONGO"	1986	2003	2.526
"CONGO"	1987	2069	2.384
"CONGO"	1988	2136	2.34
"CONGO"	1989	2205	2.317
"CONGO"	1990	2276	2.211
"CONGO"	1991	2350	2.405
"CONGO"	1992	2428	2.24
"CONGO"	1993	2419.61	2.155087
"CONGO"	1994	2489.45	1.979313
"CONGO"	1995	2561	2.000897
"CONGO"	1996	2633.72	1.861986
"CONGO"	1997	2707.6	1.800313
"CONGO"	1998	2782.62	1.816592
"CONGO"	1999	NA	1.715163
"DEM. REP. CONGO"	1960	15986	0.489
"DEM. REP. CONGO"	1961	16292	0.463
"DEM. REP. CONGO"	1962	16604	0.586
"DEM. REP. CONGO"	1963	16923	0.56
"DEM. REP. CONGO"	1964	17247	0.534
"DEM. REP. CONGO"	1965	17578	0.548
"DEM. REP. CONGO"	1966	17944	0.615
"DEM. REP. CONGO"	1967	18316	0.599
"DEM. REP. CONGO"	1968	18696	0.596
"DEM. REP. CONGO"	1969	19086	0.624
"DEM. REP. CONGO"	1970	19769	0.686
"DEM. REP. CONGO"	1971	20823	0.675
"DEM. REP. CONGO"	1972	21393	0.646
"DEM. REP. CONGO"	1973	21985	0.689
"DEM. REP. CONGO"	1974	22603	0.693
"DEM. REP. CONGO"	1975	23251	0.637
"DEM. REP. CONGO"	1976	23937	0.585
"DEM. REP. CONGO"	1977	24655	0.557
"DEM. REP. CONGO"	1978	25406	0.518
"DEM. REP. CONGO"	1979	26190	0.49
"DEM. REP. CONGO"	1980	27009	0.476
"DEM. REP. CONGO"	1981	27836	0.493
"DEM. REP. CONGO"	1982	28723	0.482
"DEM. REP. CONGO"	1983	29662	0.461
"DEM. REP. CONGO"	1984	30645	0.458
"DEM. REP. CONGO"	1985	31667	0.442
"DEM. REP. CONGO"	1986	32731	0.454
"DEM. REP. CONGO"	1987	33843	0.463
"DEM. REP. CONGO"	1988	34995	0.46
"DEM. REP. CONGO"	1989	36180	0.424
"DEM. REP. CONGO"	1990	35562	0.3833638
"DEM. REP. CONGO"	1991	36672	0.3398392
"DEM. REP. CONGO"	1992	39880	0.2944958
"DEM. REP. CONGO"	1993	41161.76	0.2468022
"DEM. REP. CONGO"	1994	42489.32	0.2297664
"DEM. REP. CONGO"	1995	43848	0.2242054
"DEM. REP. CONGO"	1996	45254.03	0.2152836
"DEM. REP. CONGO"	1997	46709.18	0.1966869
"DEM. REP. CONGO"	1998	48215.27	0.1962578
"DEM. REP. CONGO"	1999	NA	NA
"UGANDA"	1962	7127	0.585
"UGANDA"	1963	7427	0.601
"UGANDA"	1964	7739	0.606
"UGANDA"	1965	8065	0.614
"UGANDA"	1966	8404	0.644
"UGANDA"	1967	8758	0.635
"UGANDA"	1968	9127	0.627
"UGANDA"	1969	9511	0.653
"UGANDA"	1970	9812	0.647
"UGANDA"	1971	10120	0.67
"UGANDA"	1972	10400	0.66
"UGANDA"	1973	10666	0.634
"UGANDA"	1974	10938	0.627
"UGANDA"	1975	11228	0.618
"UGANDA"	1976	11534	0.605
"UGANDA"	1977	11862	0.602
"UGANDA"	1978	12197	0.574
"UGANDA"	1979	12516	0.572
"UGANDA"	1980	12807	0.534
"UGANDA"	1981	13079	0.892
"UGANDA"	1982	13340	0.978
"UGANDA"	1983	13596	1.095
"UGANDA"	1984	13857	0.576
"UGANDA"	1985	14134	0.54
"UGANDA"	1986	14460	0.505
"UGANDA"	1987	14839	0.509
"UGANDA"	1988	15274	0.527
"UGANDA"	1989	15769	0.548
"UGANDA"	1990	16330	0.554
"UGANDA"	1991	16899	0.563
"UGANDA"	1992	17459	0.547
"UGANDA"	1993	18030.2	0.5738561
"UGANDA"	1994	18599.39	0.5919175
"UGANDA"	1995	19168	0.6405434
"UGANDA"	1996	19740.83	0.6783769
"UGANDA"	1997	20317.24	0.690415
"UGANDA"	1998	20896.54	0.7088491
"UGANDA"	1999	NA	0.7406747
"KENYA"	1963	8958	0.622
"KENYA"	1964	9283	0.622
"KENYA"	1965	9620	0.614
"KENYA"	1966	9970	0.66
"KENYA"	1967	10331	0.679
"KENYA"	1968	10707	0.698
"KENYA"	1969	11094	0.711
"KENYA"	1970	11498	0.586
"KENYA"	1971	11902	0.749
"KENYA"	1972	12327	0.839
"KENYA"	1973	12773	0.804
"KENYA"	1974	13244	0.847
"KENYA"	1975	13741	0.837
"KENYA"	1976	14258	0.804
"KENYA"	1977	14805	0.843
"KENYA"	1978	15383	0.898
"KENYA"	1979	15992	0.931
"KENYA"	1980	16632	0.911
"KENYA"	1981	17304	0.87
"KENYA"	1982	18011	0.86
"KENYA"	1983	18744	0.836
"KENYA"	1984	19490	0.833
"KENYA"	1985	20241	0.794
"KENYA"	1986	21000	0.857
"KENYA"	1987	21769	0.881
"KENYA"	1988	22550	0.902
"KENYA"	1989	23346	0.914
"KENYA"	1990	24160	0.911
"KENYA"	1991	25006	0.902
"KENYA"	1992	25669	0.914
"KENYA"	1993	25783.62	0.8930338
"KENYA"	1994	26506.79	0.8940134
"KENYA"	1995	27216	0.912137
"KENYA"	1996	27918.1	0.9286269
"KENYA"	1997	28611.58	0.9271281
"KENYA"	1998	29294.91	0.9214208
"KENYA"	1999	NA	0.913652
"TANZANIA"	1961	10329	0.303
"TANZANIA"	1962	10643	0.326
"TANZANIA"	1963	10966	0.329
"TANZANIA"	1964	11297	0.371
"TANZANIA"	1965	11640	0.371
"TANZANIA"	1966	11993	0.384
"TANZANIA"	1967	12355	0.397
"TANZANIA"	1968	12729	0.419
"TANZANIA"	1969	13116	0.419
"TANZANIA"	1970	13513	0.424
"TANZANIA"	1971	13877	0.438
"TANZANIA"	1972	14223	0.432
"TANZANIA"	1973	14572	0.469
"TANZANIA"	1974	14951	0.508
"TANZANIA"	1975	15379	0.509
"TANZANIA"	1976	15877	0.495
"TANZANIA"	1977	16402	0.482
"TANZANIA"	1978	17000	0.543
"TANZANIA"	1979	17516	0.535
"TANZANIA"	1980	18098	0.48
"TANZANIA"	1981	18692	0.461
"TANZANIA"	1982	19298	0.466
"TANZANIA"	1983	19912	0.422
"TANZANIA"	1984	20533	0.463
"TANZANIA"	1985	21161	0.473
"TANZANIA"	1986	21751	0.54
"TANZANIA"	1987	22370	0.538
"TANZANIA"	1988	23020	0.534
"TANZANIA"	1989	24802	0.5370745
"TANZANIA"	1990	25635	0.5573453
"TANZANIA"	1991	26900	0.5514075
"TANZANIA"	1992	27830	0.5377302
"TANZANIA"	1993	27943.58	0.5278536
"TANZANIA"	1994	28793	0.5203123
"TANZANIA"	1995	29646	0.5233842
"TANZANIA"	1996	30487.82	0.5320613
"TANZANIA"	1997	31316.1	0.5362044
"TANZANIA"	1998	32128.48	0.5437492
"TANZANIA"	1999	NA	0.5557214
"BURUNDI"	1962	3007	0.512
"BURUNDI"	1963	3048	0.512
"BURUNDI"	1964	3089	0.453
"BURUNDI"	1965	3131	0.39
"BURUNDI"	1966	3174	0.403
"BURUNDI"	1967	3217	0.419
"BURUNDI"	1968	3261	0.419
"BURUNDI"	1969	3305	0.415
"BURUNDI"	1970	3350	0.341
"BURUNDI"	1971	3537	0.45
"BURUNDI"	1972	3561	0.431
"BURUNDI"	1973	3591	0.447
"BURUNDI"	1974	3630	0.434
"BURUNDI"	1975	3680	0.447
"BURUNDI"	1976	3744	0.451
"BURUNDI"	1977	3825	0.508
"BURUNDI"	1978	3920	0.489
"BURUNDI"	1979	4023	0.487
"BURUNDI"	1980	4130	0.48
"BURUNDI"	1981	4243	0.506
"BURUNDI"	1982	4362	0.503
"BURUNDI"	1983	4486	0.487
"BURUNDI"	1984	4616	0.483
"BURUNDI"	1985	4750	0.527
"BURUNDI"	1986	4889	0.551
"BURUNDI"	1987	5033	0.538
"BURUNDI"	1988	5181	0.559
"BURUNDI"	1989	5334	0.532
"BURUNDI"	1990	5492	0.55
"BURUNDI"	1991	5653	0.56
"BURUNDI"	1992	5812	0.569
"BURUNDI"	1993	5888.66	0.5237194
"BURUNDI"	1994	6024.75	0.4921161
"BURUNDI"	1995	6156	0.446632
"BURUNDI"	1996	6292.59	0.4007568
"BURUNDI"	1997	6434.73	0.39406
"BURUNDI"	1998	6582.68	0.4046965
"BURUNDI"	1999	NA	0.3929653
"RWANDA"	1962	2920	0.467
"RWANDA"	1963	3007	0.448
"RWANDA"	1964	3097	0.368
"RWANDA"	1965	3189	0.35
"RWANDA"	1966	3284	0.487
"RWANDA"	1967	3382	0.545
"RWANDA"	1968	3484	0.544
"RWANDA"	1969	3587	0.592
"RWANDA"	1970	3695	0.647
"RWANDA"	1971	3821	0.643
"RWANDA"	1972	3954	0.628
"RWANDA"	1973	4093	0.621
"RWANDA"	1974	4236	0.624
"RWANDA"	1975	4384	0.64
"RWANDA"	1976	4538	0.656
"RWANDA"	1977	4694	0.669
"RWANDA"	1978	4850	0.693
"RWANDA"	1979	5007	0.715
"RWANDA"	1980	5163	0.757
"RWANDA"	1981	5318	0.846
"RWANDA"	1982	5471	0.821
"RWANDA"	1983	5626	0.834
"RWANDA"	1984	5788	0.769
"RWANDA"	1985	5960	0.776
"RWANDA"	1986	6139	0.775
"RWANDA"	1987	6324	0.77
"RWANDA"	1988	6516	0.753
"RWANDA"	1989	6715	0.73
"RWANDA"	1990	6921	0.756
"RWANDA"	1991	7125	0.756
"RWANDA"	1992	7320	0.762
"RWANDA"	1993	7540	0.6814012
"RWANDA"	1994	6230	0.4106913
"RWANDA"	1995	6400	0.5373074
"RWANDA"	1996	6727	0.5919567
"RWANDA"	1997	7895.18	0.5689295
"RWANDA"	1998	8105	0.6068503
"RWANDA"	1999	NA	0.6279846
"SOMALIA"	1960	2820	1.103
"SOMALIA"	1961	2850.73	1.153
"SOMALIA"	1962	2910.4	1.213
"SOMALIA"	1963	2989.17	1.203
"SOMALIA"	1964	3078.86	1.071
"SOMALIA"	1965	3173	0.959
"SOMALIA"	1966	3266.77	1.004
"SOMALIA"	1967	3357.06	1.02
"SOMALIA"	1968	3442.42	1.017
"SOMALIA"	1969	3523.09	0.833
"SOMALIA"	1970	3601	0.921
"SOMALIA"	1971	3617.2	0.782
"SOMALIA"	1972	3667.32	0.801
"SOMALIA"	1973	3765.28	0.779
"SOMALIA"	1974	3919.71	0.602
"SOMALIA"	1975	4134	0.798
"SOMALIA"	1976	4417.56	0.751
"SOMALIA"	1977	4785.84	0.963
"SOMALIA"	1978	5192.51	0.921
"SOMALIA"	1979	5563.41	0.949
"SOMALIA"	1980	5853	0.744
"SOMALIA"	1981	6078.24	0.868
"SOMALIA"	1982	6250.81	0.866
"SOMALIA"	1983	6377.16	0.804
"SOMALIA"	1984	6469.72	0.778
"SOMALIA"	1985	6547	0.653
"SOMALIA"	1986	6633.5	0.817
"SOMALIA"	1987	6759.76	0.801
"SOMALIA"	1988	6962.36	0.792
"SOMALIA"	1989	7283.9	0.775
"SOMALIA"	1990	7773	0.703
"SOMALIA"	1991	8146.24	0.67
"SOMALIA"	1992	8384.34	NA
"SOMALIA"	1993	8474.71	NA
"SOMALIA"	1994	8412.48	NA
"SOMALIA"	1995	8201	NA
"SOMALIA"	1996	8482.94	NA
"SOMALIA"	1997	8774.57	NA
"SOMALIA"	1998	9076.22	NA
"SOMALIA"	1999	NA	NA
"DJIBOUTI"	1977	270	1.515
"DJIBOUTI"	1978	282	1.512
"DJIBOUTI"	1979	293	1.538
"DJIBOUTI"	1980	304	1.536
"DJIBOUTI"	1981	314	1.364
"DJIBOUTI"	1982	323	1.362
"DJIBOUTI"	1983	380	1.156
"DJIBOUTI"	1984	410	1.179
"DJIBOUTI"	1985	430	1.137
"DJIBOUTI"	1986	460	0.991
"DJIBOUTI"	1987	370	1.203
"DJIBOUTI"	1988	420	1.412
"DJIBOUTI"	1989	430	1.382
"DJIBOUTI"	1990	440	1.367
"DJIBOUTI"	1991	450	1.364
"DJIBOUTI"	1992	470	NA
"DJIBOUTI"	1993	565.88	NA
"DJIBOUTI"	1994	583.17	NA
"DJIBOUTI"	1995	601	NA
"DJIBOUTI"	1996	618.68	NA
"DJIBOUTI"	1997	636.16	NA
"DJIBOUTI"	1998	653.41	NA
"DJIBOUTI"	1999	NA	NA
"ETHIOPIA"	1945	14340	NA
"ETHIOPIA"	1946	14575	0.215
"ETHIOPIA"	1947	14813	0.222
"ETHIOPIA"	1948	15056	0.227
"ETHIOPIA"	1949	15303	0.24
"ETHIOPIA"	1950	17145	0.221
"ETHIOPIA"	1951	17620	0.245
"ETHIOPIA"	1952	18109	0.245
"ETHIOPIA"	1953	18610	0.255
"ETHIOPIA"	1954	19126	0.254
"ETHIOPIA"	1955	19656	0.251
"ETHIOPIA"	1956	20201	0.257
"ETHIOPIA"	1957	20761	0.248
"ETHIOPIA"	1958	21339	0.247
"ETHIOPIA"	1959	21928	0.252
"ETHIOPIA"	1960	22536	0.257
"ETHIOPIA"	1961	23083	0.261
"ETHIOPIA"	1962	23644	0.265
"ETHIOPIA"	1963	24217	0.268
"ETHIOPIA"	1964	24808	0.277
"ETHIOPIA"	1965	25410	0.29
"ETHIOPIA"	1966	26078	0.294
"ETHIOPIA"	1967	26767	0.29
"ETHIOPIA"	1968	27470	0.296
"ETHIOPIA"	1969	28193	0.302
"ETHIOPIA"	1970	28937	0.296
"ETHIOPIA"	1971	29646	0.3
"ETHIOPIA"	1972	30412	0.308
"ETHIOPIA"	1973	31224	0.306
"ETHIOPIA"	1974	32074	0.3
"ETHIOPIA"	1975	32954	0.306
"ETHIOPIA"	1976	33860	0.302
"ETHIOPIA"	1977	34790	0.306
"ETHIOPIA"	1978	35741	0.315
"ETHIOPIA"	1979	36716	0.316
"ETHIOPIA"	1980	37717	0.322
"ETHIOPIA"	1981	38740	0.322
"ETHIOPIA"	1982	39776	0.322
"ETHIOPIA"	1983	40859	0.332
"ETHIOPIA"	1984	42040	0.318
"ETHIOPIA"	1985	43350	0.299
"ETHIOPIA"	1986	44769	0.312
"ETHIOPIA"	1987	47189	0.3449314
"ETHIOPIA"	1988	48587	0.335069
"ETHIOPIA"	1989	50167	0.3272664
"ETHIOPIA"	1990	51689	0.3232215
"ETHIOPIA"	1991	53383	0.2977266
"ETHIOPIA"	1992	55110	0.2729642
"ETHIOPIA"	1993	53297	0.3181083
"ETHIOPIA"	1994	54890	0.319648
"ETHIOPIA"	1995	56530	0.3293928
"ETHIOPIA"	1996	58234	0.3536976
"ETHIOPIA"	1997	59750	0.3626287
"ETHIOPIA"	1998	61266	0.3488291
"ETHIOPIA"	1999	NA	0.3615324
"ERITREA"	1993	3393.2	NA
"ERITREA"	1994	3482.43	NA
"ERITREA"	1995	3574	NA
"ERITREA"	1996	3670	NA
"ERITREA"	1997	3773	NA
"ERITREA"	1998	3879	NA
"ERITREA"	1999	NA	NA
"ANGOLA"	1975	6687	0.731
"ANGOLA"	1976	6852	0.648
"ANGOLA"	1977	7026	0.646
"ANGOLA"	1978	7208	0.663
"ANGOLA"	1979	7393	0.662
"ANGOLA"	1980	7581	0.675
"ANGOLA"	1981	7783	0.65
"ANGOLA"	1982	7990	0.679
"ANGOLA"	1983	8202	0.673
"ANGOLA"	1984	8400	0.691
"ANGOLA"	1985	8605	0.711
"ANGOLA"	1986	8841	0.709
"ANGOLA"	1987	9084	0.717
"ANGOLA"	1988	9334	0.733
"ANGOLA"	1989	9590	0.701
"ANGOLA"	1990	10020	0.677509
"ANGOLA"	1991	9520	0.656402
"ANGOLA"	1992	10610	0.6008179
"ANGOLA"	1993	10285.59	0.4427159
"ANGOLA"	1994	10626.94	0.4344084
"ANGOLA"	1995	10972	0.4640451
"ANGOLA"	1996	11317.18	0.4948421
"ANGOLA"	1997	11658.89	0.510044
"ANGOLA"	1998	12002.51	0.5112432
"ANGOLA"	1999	NA	0.5101553
"MOZAMBIQUE"	1975	10606	1.182
"MOZAMBIQUE"	1976	10888	1.095
"MOZAMBIQUE"	1977	11179	1.103
"MOZAMBIQUE"	1978	11479	1.072
"MOZAMBIQUE"	1979	11787	1.078
"MOZAMBIQUE"	1980	12103	0.923
"MOZAMBIQUE"	1981	12426	0.939
"MOZAMBIQUE"	1982	12756	0.905
"MOZAMBIQUE"	1983	13093	0.866
"MOZAMBIQUE"	1984	13438	0.849
"MOZAMBIQUE"	1985	13791	0.749
"MOZAMBIQUE"	1986	14153	0.77
"MOZAMBIQUE"	1987	14525	0.744
